pedido_id;vendedor;categoria;produto;status_pedido;quantidade;valor_unitario;prazo_entrega_dias
21849;Patrícia Rocha;Esportes;Kettlebell;Cancelado;1;205.55;3
21850;Bruno Alves;Esportes;Bermuda Esportiva;Entregue;3;86.13;4
21851;Rafael Oliveira;Eletrônicos;Notebook;Em trânsito;1;3565.27;9
21852;Fernanda Costa;Casa e Decoração;Jogo de Panelas;Em trânsito;3;259.93;4
21853;Carlos Souza;Casa e Decoração;Fritadeira Air Fryer;Entregue;3;795.52;8
21854;Isabela Mendes;Eletrônicos;Smartphone;Entregue;5;1328.78;4
21855;Diego Fernandes;Casa e Decoração;Quadro Decorativo;Entregue;3;68.96;6
21856;Diego Fernandes;Esportes;Halteres;Entregue;5;83.05;8
21857;Carlos Souza;Esportes;Bicicleta Ergométrica;Entregue;4;1219.63;4
21858;Bruno Alves;Eletrônicos;Smartwatch;Entregue;4;846.31;11
21859;Bruno Alves;Eletrônicos;Teclado Mecânico;Entregue;2;430.56;5
21860;Letícia Moreira;Casa e Decoração;Fritadeira Air Fryer;Cancelado;2;666.76;17
21861;Rafael Oliveira;Esportes;Luva de Boxe;Entregue;5;222.62;7
21862;Bruno Alves;Eletrônicos;Smartwatch;Entregue;2;919.18;15
21863;Bruno Alves;Eletrônicos;Notebook;Entregue;1;4138.88;14
21864;Bruno Alves;Esportes;Tênis de Corrida;Cancelado;1;399.69;3
21865;Fernanda Costa;Esportes;Halteres;Em trânsito;3;149.36;6
21866;Renato Cavalcante;Brinquedos;Pista de Carrinhos;Em trânsito;2;177.86;10
21867;Diego Fernandes;Esportes;Kettlebell;Em trânsito;1;130.59;8
21868;Anderson Cruz;Eletrônicos;Notebook;Em trânsito;5;5159.85;7
21869;Flávia Azevedo;Casa e Decoração;Porta-Retratos;Entregue;1;57.62;8
21870;Juliana Martins;Eletrônicos;Notebook;Entregue;4;4582.56;12
21871;Juliana Martins;Casa e Decoração;Cafeteira Elétrica;Entregue;1;393.74;6
21872;Sérgio Machado;Eletrônicos;Notebook;Cancelado;2;4708.65;15
21873;Ana Lima;Esportes;Tapete de Yoga;Em trânsito;4;82.35;11
21874;Simone Castro;Esportes;Kettlebell;Entregue;1;209.24;11
21875;Juliana Martins;Casa e Decoração;Jogo de Cama;Em trânsito;4;130.55;9
21876;Willian Duarte;Casa e Decoração;Tapete Sala;Entregue;5;350.89;14
21877;Bruno Alves;Esportes;Luva de Boxe;Entregue;1;132.94;9
21878;Bianca Carvalho;Esportes;Tênis de Corrida;Entregue;4;593.63;9
21879;Bianca Carvalho;Eletrônicos;Tablet;Entregue;4;1218.77;12
21880;Juliana Martins;Casa e Decoração;Quadro Decorativo;Entregue;2;106.35;11
21881;Juliana Martins;Casa e Decoração;Difusor de Aromas;Entregue;4;89.11;6
21882;Amanda Silva;Esportes;Bicicleta Ergométrica;Entregue;5;2363.62;2
21883;Leandro Reis;Brinquedos;Kit de Ciências;Entregue;2;188.55;6
21884;Paulo Nascimento;Eletrônicos;Smartwatch;Entregue;2;430.22;3
21885;Diego Fernandes;Eletrônicos;Caixa de Som Bluetooth;Entregue;3;253.16;15
21886;Claudia Ramos;Esportes;Bicicleta Ergométrica;Em trânsito;4;1046.01;10
21887;Marcelo Monteiro;Eletrônicos;Tablet;Em trânsito;5;949.73;10
21888;Patrícia Rocha;Eletrônicos;Teclado Mecânico;Entregue;2;408.91;10
21889;Fernanda Costa;Eletrônicos;Tablet;Entregue;2;1241.28;12
21890;Juliana Martins;Brinquedos;Violão Infantil;Cancelado;5;396.64;8
21891;Patrícia Rocha;Casa e Decoração;Porta-Retratos;Entregue;2;38.92;9
21892;Willian Duarte;Eletrônicos;Tablet;Entregue;5;1654.17;5
21893;Amanda Silva;Brinquedos;LEGO Clássico;Em trânsito;5;185.58;10
21894;Renato Cavalcante;Esportes;Halteres;Entregue;5;213.97;9
21895;Bruno Alves;Eletrônicos;Teclado Mecânico;Entregue;3;426.71;12
21896;Priscila Teixeira;Eletrônicos;Smartphone;Entregue;5;2392.32;10
21897;Ana Lima;Casa e Decoração;Tapete Sala;Entregue;4;163.36;16
21898;Ana Lima;Casa e Decoração;Tapete Sala;Em trânsito;5;237.87;18
21899;Fernanda Costa;Eletrônicos;Notebook;Cancelado;3;3050.33;14
21900;Rafael Oliveira;Eletrônicos;Caixa de Som Bluetooth;Em trânsito;2;376.23;13
21901;Fernanda Costa;Brinquedos;Boneca Articulada;Entregue;3;84.65;9
21902;Patrícia Rocha;Casa e Decoração;Jogo de Panelas;Entregue;2;603.5;4
21903;Diego Fernandes;Casa e Decoração;Organizador de Gavetas;Entregue;2;59.17;4
21904;Fernanda Costa;Brinquedos;Pista de Carrinhos;Entregue;3;177.86;5
21905;Danilo Campos;Brinquedos;Pelúcia;Entregue;1;55.76;9
21906;Diego Fernandes;Esportes;Bermuda Esportiva;Entregue;1;114.12;11
21907;Ana Lima;Eletrônicos;SSD Externo;Cancelado;3;616.34;4
21908;Rafael Oliveira;Esportes;Halteres;Em trânsito;1;112.67;3
21909;Ana Lima;Eletrônicos;Smart TV;Em trânsito;1;2763.64;6
21910;Juliana Martins;Esportes;Tapete de Yoga;Em trânsito;1;75.91;8
21911;Rodrigo Batista;Casa e Decoração;Jogo de Panelas;Entregue;2;600.95;11
21912;Danilo Campos;Eletrônicos;SSD Externo;Em trânsito;1;414.33;12
21913;Diego Fernandes;Casa e Decoração;Fritadeira Air Fryer;Entregue;4;774.63;3
21914;Juliana Martins;Esportes;Raquete de Beach Tennis;Entregue;2;109.92;4
21915;Ana Lima;Esportes;Bicicleta Ergométrica;Cancelado;3;1025.25;7
21916;Letícia Moreira;Esportes;Bicicleta Ergométrica;Em trânsito;4;1974.83;9
21917;Isabela Mendes;Esportes;Bermuda Esportiva;Entregue;5;166.74;4
21918;Patrícia Rocha;Eletrônicos;Smartphone;Entregue;3;1342.51;8
21919;Anderson Cruz;Casa e Decoração;Luminária de Mesa;Entregue;2;133.71;11
21920;Carlos Souza;Eletrônicos;Smartphone;Entregue;3;1877.61;12
21921;Natália Barbosa;Eletrônicos;Smartwatch;Em trânsito;2;717.48;10
21922;Bruno Alves;Eletrônicos;Smartphone;Entregue;3;1869.49;6
21923;Roberto Cardoso;Eletrônicos;Teclado Mecânico;Entregue;2;272.78;6
21924;Thiago Santos;Brinquedos;Pista de Carrinhos;Em trânsito;5;130.84;4
21925;Isabela Mendes;Eletrônicos;Webcam;Entregue;5;280.7;4
21926;Sabrina Melo;Casa e Decoração;Fritadeira Air Fryer;Entregue;1;534.74;18
21927;Diego Fernandes;Brinquedos;LEGO Clássico;Entregue;1;478.15;10
21928;Vanessa Sousa;Brinquedos;Kit de Ciências;Entregue;5;219.45;7
21929;Amanda Silva;Casa e Decoração;Porta-Retratos;Entregue;3;30.32;18
21930;Aline Ferreira;Casa e Decoração;Quadro Decorativo;Em trânsito;2;153.41;12
21931;Marcelo Monteiro;Eletrônicos;Notebook;Entregue;5;4983.24;3
21932;Felipe Gomes;Esportes;Halteres;Entregue;5;192.04;2
21933;Vanessa Sousa;Eletrônicos;Webcam;Entregue;1;320.24;15
21934;Willian Duarte;Eletrônicos;Tablet;Entregue;4;1446.0;6
21935;Tatiane Cunha;Casa e Decoração;Espelho de Parede;Entregue;1;147.76;13
21936;Juliana Martins;Eletrônicos;Notebook;Entregue;2;4460.55;6
21937;Patrícia Rocha;Esportes;Tênis de Corrida;Em trânsito;3;309.0;11
21938;Mariana Correia;Casa e Decoração;Fritadeira Air Fryer;Em trânsito;2;672.68;10
21939;Cristiane Tavares;Eletrônicos;Webcam;Entregue;2;341.75;11
21940;Carlos Souza;Brinquedos;Quebra-Cabeça 1000 peças;Entregue;2;66.26;10
21941;Rafael Oliveira;Eletrônicos;Notebook;Entregue;5;3680.0;13
21942;Bruno Alves;Brinquedos;Telescópio Infantil;Cancelado;5;479.29;10
21943;Gustavo Pinto;Eletrônicos;Notebook;Entregue;5;3563.45;8
21944;Patrícia Rocha;Brinquedos;Violão Infantil;Entregue;3;233.17;9
21945;Juliana Martins;Eletrônicos;SSD Externo;Em trânsito;2;392.45;5
21946;Isabela Mendes;Esportes;Raquete de Beach Tennis;Entregue;1;151.38;8
21947;Carlos Souza;Eletrônicos;Caixa de Som Bluetooth;Em trânsito;3;238.45;10
21948;Danilo Campos;Eletrônicos;Notebook;Entregue;2;3592.07;13
21949;Danilo Campos;Eletrônicos;Smartphone;Em trânsito;5;2461.22;12
21950;Carlos Souza;Eletrônicos;Tablet;Entregue;5;1502.78;13
21951;Tiago Moura;Eletrônicos;SSD Externo;Entregue;2;409.45;13
21952;Vanessa Sousa;Esportes;Raquete de Beach Tennis;Entregue;5;240.93;5
21953;Juliana Martins;Brinquedos;Carrinho de Controle Remoto;Em trânsito;3;104.62;2
21954;Leandro Reis;Eletrônicos;Tablet;Entregue;1;1142.74;10
21955;Marcelo Monteiro;Esportes;Luva de Boxe;Entregue;3;226.26;11
21956;Rafael Oliveira;Eletrônicos;Tablet;Entregue;5;1636.36;3
21957;Amanda Silva;Casa e Decoração;Jogo de Cama;Em trânsito;5;159.27;17
21958;Ana Lima;Eletrônicos;Smartwatch;Entregue;5;458.82;5
21959;Thiago Santos;Brinquedos;Quebra-Cabeça 1000 peças;Em trânsito;2;109.38;4
21960;Diego Fernandes;Eletrônicos;Fone Bluetooth;Entregue;3;324.79;7
21961;Isabela Mendes;Eletrônicos;Notebook;Entregue;1;5497.32;5
21962;Fernanda Costa;Eletrônicos;Smart TV;Em trânsito;2;1632.43;11
21963;Juliana Martins;Brinquedos;Carrinho de Controle Remoto;Entregue;1;206.16;8
21964;Rafael Oliveira;Eletrônicos;Smartphone;Entregue;1;2355.78;7
21965;Bruno Alves;Eletrônicos;Notebook;Entregue;5;4664.8;10
21966;Carlos Souza;Eletrônicos;Smart TV;Em trânsito;1;2882.12;11
21967;Diego Fernandes;Esportes;Bicicleta Ergométrica;Entregue;3;2060.36;5
21968;Henrique Dias;Casa e Decoração;Organizador de Gavetas;Em trânsito;5;63.3;5
21969;Anderson Cruz;Brinquedos;Patins;Entregue;3;107.62;6
21970;Carlos Souza;Eletrônicos;Smartphone;Entregue;3;1735.39;7
21971;Vanessa Sousa;Brinquedos;Massinha de Modelar;Entregue;2;25.38;10
21972;Tatiane Cunha;Eletrônicos;Notebook;Cancelado;4;4875.06;12
21973;Débora Vieira;Casa e Decoração;Jogo de Cama;Entregue;3;266.96;14
21974;Amanda Silva;Eletrônicos;Notebook;Cancelado;5;5145.0;10
21975;Aline Ferreira;Casa e Decoração;Cafeteira Elétrica;Em trânsito;4;208.72;13
21976;Rodrigo Batista;Eletrônicos;Webcam;Entregue;5;290.31;8
21977;Rodrigo Batista;Casa e Decoração;Espelho de Parede;Entregue;5;242.84;3
21978;Simone Castro;Casa e Decoração;Jogo de Panelas;Entregue;2;556.37;13
21979;Rafael Oliveira;Eletrônicos;Fone Bluetooth;Entregue;4;315.89;14
21980;Rodrigo Batista;Eletrônicos;Smart TV;Entregue;4;2813.89;15
21981;Bianca Carvalho;Brinquedos;LEGO Clássico;Em trânsito;1;481.91;9
21982;Carlos Souza;Eletrônicos;Tablet;Entregue;1;1279.31;11
21983;Renato Cavalcante;Eletrônicos;Carregador Portátil;Em trânsito;1;83.82;11
21984;Tatiane Cunha;Eletrônicos;Tablet;Entregue;3;928.17;13
21985;Paulo Nascimento;Esportes;Bicicleta Ergométrica;Entregue;3;820.15;12
21986;Gustavo Pinto;Brinquedos;Jogo de Tabuleiro;Entregue;3;89.53;3
21987;Simone Castro;Casa e Decoração;Tapete Sala;Entregue;3;361.49;15
21988;Vanessa Sousa;Eletrônicos;Notebook;Entregue;3;3635.85;3
21989;Willian Duarte;Esportes;Bicicleta Ergométrica;Entregue;5;1577.14;10
21990;Rafael Oliveira;Esportes;Tênis de Corrida;Entregue;3;287.94;9
21991;Juliana Martins;Casa e Decoração;Tapete Sala;Entregue;1;386.44;17
21992;Patrícia Rocha;Esportes;Tênis de Corrida;Em trânsito;3;373.45;8
21993;Fernanda Costa;Esportes;Halteres;Entregue;2;242.41;12
21994;Débora Vieira;Eletrônicos;Smartphone;Cancelado;5;1329.61;15
21995;Débora Vieira;Esportes;Bicicleta Ergométrica;Entregue;2;1906.78;6
21996;Rafael Oliveira;Eletrônicos;Smart TV;Entregue;3;2999.3;7
21997;Carlos Souza;Esportes;Raquete de Beach Tennis;Entregue;1;368.31;10
21998;Paulo Nascimento;Eletrônicos;Caixa de Som Bluetooth;Entregue;3;249.77;4
21999;Rafael Oliveira;Eletrônicos;Smartwatch;Entregue;2;641.08;3
22000;Vanessa Sousa;Brinquedos;Pista de Carrinhos;Cancelado;2;184.52;2
22001;Bruno Alves;Brinquedos;LEGO Clássico;Cancelado;5;260.65;9
22002;Patrícia Rocha;Esportes;Bicicleta Ergométrica;Entregue;5;1045.2;8
22003;Larissa Nunes;Brinquedos;Violão Infantil;Entregue;4;224.04;3
22004;Thiago Santos;Eletrônicos;Smartphone;Cancelado;1;1450.11;5
22005;Amanda Silva;Eletrônicos;Smartphone;Cancelado;4;1975.9;11
22006;Diego Fernandes;Eletrônicos;Smartwatch;Entregue;4;777.2;14
22007;Patrícia Rocha;Esportes;Kettlebell;Entregue;4;321.56;10
22008;Rafael Oliveira;Casa e Decoração;Espelho de Parede;Entregue;4;248.05;18
22009;Camila Pereira;Brinquedos;Violão Infantil;Entregue;5;197.71;6
22010;Natália Barbosa;Brinquedos;LEGO Clássico;Entregue;3;155.66;10
22011;Juliana Martins;Brinquedos;Patins;Entregue;4;101.65;3
22012;Diego Fernandes;Esportes;Raquete de Beach Tennis;Entregue;3;237.6;7
22013;Aline Ferreira;Eletrônicos;Smartphone;Em trânsito;1;1563.52;13
22014;Larissa Nunes;Casa e Decoração;Quadro Decorativo;Entregue;5;176.58;17
22015;Letícia Moreira;Eletrônicos;Carregador Portátil;Cancelado;3;92.64;13
22016;Patrícia Rocha;Brinquedos;Violão Infantil;Entregue;5;333.71;4
22017;Rafael Oliveira;Eletrônicos;Smartphone;Entregue;5;1321.69;11
22018;Ana Lima;Casa e Decoração;Jogo de Panelas;Entregue;5;668.02;4
22019;Ana Lima;Casa e Decoração;Cafeteira Elétrica;Entregue;4;257.12;13
22020;Fernanda Costa;Eletrônicos;Caixa de Som Bluetooth;Em trânsito;3;361.34;11
22021;Rafael Oliveira;Brinquedos;Pelúcia;Em trânsito;3;89.97;5
22022;Ana Lima;Brinquedos;Quebra-Cabeça 1000 peças;Entregue;5;62.9;6
22023;Marcelo Monteiro;Eletrônicos;Notebook;Entregue;1;4298.31;7
22024;Bruno Alves;Brinquedos;Pista de Carrinhos;Entregue;4;102.43;6
22025;Elaine Figueiredo;Esportes;Mochila de Hidratação;Entregue;5;114.98;10
22026;Juliana Martins;Esportes;Tênis de Corrida;Entregue;2;287.92;8
22027;Débora Vieira;Eletrônicos;Teclado Mecânico;Em trânsito;3;425.42;12
22028;Carlos Souza;Casa e Decoração;Conjunto de Toalhas;Entregue;5;127.97;14
22029;Patrícia Rocha;Eletrônicos;Smart TV;Entregue;5;2979.76;15
22030;Amanda Silva;Eletrônicos;Caixa de Som Bluetooth;Cancelado;2;241.46;15
22031;Marcelo Monteiro;Casa e Decoração;Jogo de Panelas;Em trânsito;3;502.71;17
22032;Rafael Oliveira;Esportes;Bicicleta Ergométrica;Entregue;5;1330.97;2
22033;Aline Ferreira;Esportes;Luva de Boxe;Entregue;3;234.63;11
22034;Felipe Gomes;Eletrônicos;Smartphone;Entregue;4;2495.32;7
22035;Tatiane Cunha;Eletrônicos;Webcam;Entregue;5;184.32;5
22036;Fernanda Costa;Casa e Decoração;Quadro Decorativo;Em trânsito;2;165.7;7
22037;Elaine Figueiredo;Eletrônicos;Fone Bluetooth;Entregue;2;121.88;14
22038;Aline Ferreira;Esportes;Bola de Futebol;Cancelado;1;183.8;4
22039;Carlos Souza;Casa e Decoração;Jogo de Panelas;Entregue;2;606.55;18
22040;Natália Barbosa;Casa e Decoração;Jogo de Cama;Em trânsito;2;102.28;16
22041;Carlos Souza;Eletrônicos;Smartphone;Entregue;3;1368.47;9
22042;Natália Barbosa;Casa e Decoração;Fritadeira Air Fryer;Entregue;5;356.32;3
22043;Fernanda Costa;Esportes;Tapete de Yoga;Entregue;4;108.39;12
22044;Letícia Moreira;Esportes;Raquete de Beach Tennis;Entregue;2;194.14;8
22045;Ana Lima;Eletrônicos;Carregador Portátil;Entregue;4;116.36;9
22046;Sabrina Melo;Casa e Decoração;Espelho de Parede;Entregue;1;173.52;13
22047;Fernanda Costa;Casa e Decoração;Conjunto de Toalhas;Entregue;4;198.38;8
22048;Juliana Martins;Brinquedos;Carrinho de Controle Remoto;Em trânsito;1;279.18;6
22049;Ana Lima;Casa e Decoração;Tapete Sala;Entregue;4;308.08;17
22050;Sérgio Machado;Casa e Decoração;Espelho de Parede;Cancelado;2;173.32;4
22051;Claudia Ramos;Casa e Decoração;Fritadeira Air Fryer;Entregue;5;775.35;5
22052;Fernanda Costa;Brinquedos;Telescópio Infantil;Entregue;5;495.8;10
22053;Ana Lima;Eletrônicos;Tablet;Entregue;3;1808.39;14
22054;Thiago Santos;Eletrônicos;Smart TV;Entregue;3;2783.96;10
22055;Marcelo Monteiro;Eletrônicos;Smartphone;Em trânsito;3;2365.92;3
22056;Juliana Martins;Eletrônicos;Fone Bluetooth;Em trânsito;2;280.3;15
22057;Diego Fernandes;Eletrônicos;Smart TV;Em trânsito;3;2509.69;4
22058;Bruno Alves;Esportes;Corda de Pular;Entregue;2;55.14;12
22059;Rafael Oliveira;Eletrônicos;Notebook;Entregue;5;3457.71;13
22060;Patrícia Rocha;Casa e Decoração;Organizador de Gavetas;Em trânsito;2;44.16;16
22061;Amanda Silva;Casa e Decoração;Jogo de Panelas;Em trânsito;1;328.75;16
22062;Patrícia Rocha;Casa e Decoração;Conjunto de Toalhas;Entregue;1;105.73;18
22063;Thiago Santos;Eletrônicos;Smart TV;Entregue;2;2560.79;3
22064;Bruno Alves;Eletrônicos;Notebook;Entregue;1;2904.28;8
22065;Carlos Souza;Eletrônicos;SSD Externo;Em trânsito;4;223.85;7
22066;Patrícia Rocha;Brinquedos;LEGO Clássico;Em trânsito;1;319.58;10
22067;Patrícia Rocha;Eletrônicos;Notebook;Entregue;4;4676.21;7
22068;Patrícia Rocha;Esportes;Kettlebell;Em trânsito;1;172.36;9
22069;Larissa Nunes;Brinquedos;Violão Infantil;Entregue;2;195.38;5
22070;Juliana Martins;Eletrônicos;Teclado Mecânico;Entregue;2;460.76;6
22071;Juliana Martins;Eletrônicos;Smartphone;Entregue;4;2130.42;15
22072;Sabrina Melo;Casa e Decoração;Quadro Decorativo;Entregue;4;57.43;16
22073;Ana Lima;Brinquedos;Violão Infantil;Cancelado;5;210.32;10
22074;Rafael Oliveira;Casa e Decoração;Difusor de Aromas;Em trânsito;1;83.86;16
22075;Bruno Alves;Eletrônicos;Smart TV;Entregue;5;2164.01;9
22076;Amanda Silva;Eletrônicos;Smartwatch;Entregue;5;747.59;5
22077;Patrícia Rocha;Eletrônicos;Smart TV;Entregue;3;1956.73;12
22078;Rafael Oliveira;Eletrônicos;Smartwatch;Entregue;2;878.21;15
22079;Juliana Martins;Brinquedos;Telescópio Infantil;Entregue;4;431.73;6
22080;Rafael Oliveira;Eletrônicos;Webcam;Entregue;2;195.52;4
22081;Fernanda Costa;Eletrônicos;Smartphone;Entregue;3;2315.35;11
22082;Fernanda Costa;Brinquedos;Violão Infantil;Entregue;1;247.01;9
22083;Paulo Nascimento;Brinquedos;Quebra-Cabeça 1000 peças;Entregue;2;112.68;9
22084;Diego Fernandes;Esportes;Tênis de Corrida;Entregue;4;456.13;10
22085;Rodrigo Batista;Eletrônicos;Smartphone;Entregue;2;2246.44;14
22086;Willian Duarte;Casa e Decoração;Quadro Decorativo;Em trânsito;4;161.65;3
22087;Camila Pereira;Esportes;Raquete de Beach Tennis;Entregue;5;122.21;7
22088;Simone Castro;Esportes;Bicicleta Ergométrica;Entregue;2;2237.98;9
22089;Vinícius Lopes;Eletrônicos;Smart TV;Entregue;1;1739.34;9
22090;Rafael Oliveira;Casa e Decoração;Luminária de Mesa;Entregue;2;129.75;3
22091;Juliana Martins;Esportes;Bola de Futebol;Entregue;4;109.08;8
22092;Natália Barbosa;Casa e Decoração;Fritadeira Air Fryer;Entregue;5;526.57;9
22093;Fernanda Costa;Esportes;Tênis de Corrida;Cancelado;3;290.92;9
22094;Thiago Santos;Esportes;Luva de Boxe;Cancelado;4;221.79;5
22095;Sabrina Melo;Esportes;Corda de Pular;Entregue;5;48.14;12
22096;Ana Lima;Eletrônicos;Webcam;Entregue;4;227.72;3
22097;Mariana Correia;Eletrônicos;SSD Externo;Entregue;5;631.27;15
22098;Diego Fernandes;Esportes;Bermuda Esportiva;Entregue;3;117.73;11
22099;Camila Pereira;Esportes;Bicicleta Ergométrica;Entregue;1;2354.54;12
22100;Leandro Reis;Brinquedos;Kit de Ciências;Cancelado;1;116.56;3
22101;Juliana Martins;Eletrônicos;Notebook;Entregue;3;3735.74;15
22102;Felipe Gomes;Eletrônicos;Fone Bluetooth;Entregue;2;249.61;11
22103;Ana Lima;Eletrônicos;Tablet;Entregue;4;1529.22;13
22104;Diego Fernandes;Brinquedos;Pista de Carrinhos;Entregue;3;81.73;9
22105;Bruno Alves;Brinquedos;Violão Infantil;Entregue;2;204.39;7
22106;Juliana Martins;Casa e Decoração;Jogo de Cama;Entregue;2;242.58;17
22107;Juliana Martins;Brinquedos;Pista de Carrinhos;Cancelado;2;145.59;8
22108;Carlos Souza;Eletrônicos;Smartwatch;Entregue;1;906.65;4
22109;Débora Vieira;Eletrônicos;Teclado Mecânico;Entregue;1;260.53;12
22110;Juliana Martins;Esportes;Bola de Futebol;Entregue;3;128.48;3
22111;Amanda Silva;Eletrônicos;Fone Bluetooth;Entregue;1;93.99;12
22112;Patrícia Rocha;Eletrônicos;Smartphone;Entregue;4;1760.81;9
22113;Ana Lima;Brinquedos;Pelúcia;Entregue;2;68.64;6
22114;Felipe Gomes;Esportes;Raquete de Beach Tennis;Entregue;1;218.38;10
22115;Juliana Martins;Casa e Decoração;Espelho de Parede;Em trânsito;4;170.4;12
22116;Débora Vieira;Eletrônicos;Smartphone;Entregue;1;1302.85;3
22117;Ana Lima;Esportes;Bicicleta Ergométrica;Entregue;1;2240.1;2
22118;Vinícius Lopes;Casa e Decoração;Cafeteira Elétrica;Cancelado;4;462.21;18
22119;Fernanda Costa;Brinquedos;LEGO Clássico;Entregue;1;281.92;8
22120;Anderson Cruz;Casa e Decoração;Fritadeira Air Fryer;Entregue;3;797.85;10
22121;Patrícia Rocha;Brinquedos;LEGO Clássico;Entregue;2;219.52;2
22122;Diego Fernandes;Esportes;Luva de Boxe;Entregue;3;219.76;2
22123;Matheus Borges;Eletrônicos;Carregador Portátil;Entregue;4;58.52;6
22124;Rafael Oliveira;Casa e Decoração;Jogo de Panelas;Entregue;2;383.31;11
22125;Bruno Alves;Eletrônicos;Notebook;Entregue;3;3528.25;10
22126;Rafael Oliveira;Casa e Decoração;Jogo de Cama;Em trânsito;4;249.29;3
22127;Ana Lima;Eletrônicos;Fone Bluetooth;Entregue;2;208.46;12
22128;Willian Duarte;Casa e Decoração;Luminária de Mesa;Em trânsito;2;113.43;5
22129;Juliana Martins;Eletrônicos;Smart TV;Entregue;5;1500.68;8
22130;Natália Barbosa;Esportes;Bicicleta Ergométrica;Entregue;4;1329.76;2
22131;Flávia Azevedo;Eletrônicos;Smartphone;Cancelado;3;1642.44;10
22132;Aline Ferreira;Eletrônicos;Smartphone;Em trânsito;1;2282.99;15
22133;Diego Fernandes;Casa e Decoração;Fritadeira Air Fryer;Entregue;5;558.41;9
22134;Roberto Cardoso;Eletrônicos;SSD Externo;Entregue;1;261.89;11
22135;Camila Pereira;Esportes;Mochila de Hidratação;Entregue;1;101.72;5
22136;Débora Vieira;Eletrônicos;Notebook;Entregue;2;3077.96;13
22137;Bruno Alves;Casa e Decoração;Jogo de Panelas;Em trânsito;4;268.79;3
22138;Paulo Nascimento;Eletrônicos;Smartphone;Entregue;3;2266.85;3
22139;Tatiane Cunha;Brinquedos;Carrinho de Controle Remoto;Em trânsito;2;232.62;6
22140;Fernanda Costa;Eletrônicos;Notebook;Entregue;4;4422.04;11
22141;Juliana Martins;Esportes;Tênis de Corrida;Entregue;5;523.61;9
22142;Thiago Santos;Eletrônicos;Caixa de Som Bluetooth;Cancelado;1;216.27;10
22143;Carlos Souza;Brinquedos;Telescópio Infantil;Cancelado;2;249.65;3
22144;Priscila Teixeira;Casa e Decoração;Porta-Retratos;Entregue;5;41.59;16
22145;Bruno Alves;Casa e Decoração;Tapete Sala;Entregue;3;261.14;10
22146;Ana Lima;Eletrônicos;Carregador Portátil;Cancelado;2;82.62;4
22147;Simone Castro;Brinquedos;Violão Infantil;Em trânsito;4;236.3;10
22148;Diego Fernandes;Esportes;Garrafa Térmica;Cancelado;5;73.37;4
22149;Bruno Alves;Esportes;Raquete de Beach Tennis;Em trânsito;5;250.12;12
22150;Débora Vieira;Esportes;Bicicleta Ergométrica;Cancelado;4;1500.06;11
22151;Henrique Dias;Esportes;Tapete de Yoga;Cancelado;4;119.7;9
22152;Anderson Cruz;Casa e Decoração;Quadro Decorativo;Entregue;5;139.39;4
22153;Paulo Nascimento;Casa e Decoração;Espelho de Parede;Cancelado;3;334.76;16
22154;Bruno Alves;Esportes;Luva de Boxe;Em trânsito;1;139.21;5
22155;Ana Lima;Casa e Decoração;Quadro Decorativo;Entregue;3;145.9;15
22156;Ana Lima;Casa e Decoração;Fritadeira Air Fryer;Entregue;5;433.47;4
22157;Marcelo Monteiro;Esportes;Bicicleta Ergométrica;Entregue;1;2375.94;4
22158;Rafael Oliveira;Casa e Decoração;Cafeteira Elétrica;Em trânsito;4;409.95;6
22159;Rafael Oliveira;Casa e Decoração;Espelho de Parede;Em trânsito;2;101.1;4
22160;Juliana Martins;Esportes;Bicicleta Ergométrica;Entregue;3;1707.61;7
22161;Henrique Dias;Casa e Decoração;Jogo de Panelas;Entregue;5;437.73;10
22162;Fernanda Costa;Esportes;Bicicleta Ergométrica;Cancelado;2;1026.92;9
22163;Sabrina Melo;Eletrônicos;Webcam;Entregue;5;338.79;9
22164;Felipe Gomes;Eletrônicos;Smartphone;Entregue;4;1822.58;5
22165;Thiago Santos;Esportes;Bicicleta Ergométrica;Entregue;5;2495.43;12
22166;Ana Lima;Esportes;Kettlebell;Entregue;5;281.67;8
22167;Diego Fernandes;Eletrônicos;Tablet;Cancelado;5;993.16;3
22168;Ana Lima;Brinquedos;Violão Infantil;Cancelado;4;348.25;8
22169;Rafael Oliveira;Casa e Decoração;Jogo de Panelas;Cancelado;2;485.88;10
22170;Patrícia Rocha;Eletrônicos;Smart TV;Entregue;4;2822.64;6
22171;Paulo Nascimento;Esportes;Garrafa Térmica;Cancelado;3;119.5;2
22172;Carlos Souza;Eletrônicos;Notebook;Entregue;4;4827.25;4
22173;Leandro Reis;Eletrônicos;Notebook;Em trânsito;1;4877.57;5
22174;Bruno Alves;Esportes;Raquete de Beach Tennis;Entregue;1;142.18;3
22175;Anderson Cruz;Brinquedos;Quebra-Cabeça 1000 peças;Entregue;1;73.53;5
22176;Patrícia Rocha;Brinquedos;Pista de Carrinhos;Entregue;4;176.58;6
22177;Mariana Correia;Eletrônicos;Smartphone;Entregue;3;2026.32;6
22178;Henrique Dias;Esportes;Tênis de Corrida;Entregue;5;315.89;4
22179;Patrícia Rocha;Esportes;Tapete de Yoga;Entregue;4;110.18;4
22180;Felipe Gomes;Brinquedos;Telescópio Infantil;Em trânsito;4;417.49;8
22181;Bruno Alves;Eletrônicos;Mouse Sem Fio;Entregue;4;136.72;13
